time_mandante;time_visitante;gols_mandante;gols_visitante;gols_1_tempo_mandante;gols_1_tempo_visitante;escanteios_mandante;escanteios_visitante;faltas_mandante;faltas_visitante;chutes_bola_parada_mandante;chutes_bola_parada_visitante;defesas_mandante;defesas_visitante;impedimentos_mandante;impedimentos_visitante;chutes_mandante;chutes_visitante;chutes_fora_mandante;chutes_fora_visitante;resultado;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Internacional;2;2;1;1;1;9;13;13;13;11;9;2;1;2;11;24;4;9;3;NaN;NaN;NaN;NaN;NaN
Vasco;Criciuma;0;4;0;1;5;4;13;7;7;13;6;5;0;2;21;17;8;5;3;NaN;NaN;NaN;NaN;NaN
Vasco;Palmeiras;0;1;0;1;5;5;8;14;14;8;2;3;0;2;10;14;6;8;3;NaN;NaN;NaN;NaN;NaN
Gremio;Atletico Mineiro;2;3;2;0;5;9;11;17;15;9;10;2;0;3;11;27;5;8;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Atletico Goianiense;3;1;2;1;8;3;13;7;6;13;3;3;0;3;11;17;3;11;1;NaN;NaN;NaN;NaN;NaN
Bahia;RB Bragantino;1;0;1;0;6;7;12;15;14;10;5;2;4;3;8;15;3;6;1;NaN;NaN;NaN;NaN;NaN
Bahia;Atletico Mineiro;3;0;0;0;6;1;17;16;16;16;2;1;1;3;16;5;6;1;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Athletico Paranaense;1;0;0;0;6;1;12;13;13;12;1;3;2;3;17;7;3;3;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Atletico Mineiro;1;1;1;0;7;3;9;10;10;9;4;0;0;3;14;18;8;9;3;NaN;NaN;NaN;NaN;NaN
Juventude;Athletico Paranaense;1;1;1;0;4;6;12;17;17;12;6;4;1;3;15;15;6;5;3;NaN;NaN;NaN;NaN;NaN
Cuiaba;Criciuma;2;1;0;1;5;5;16;9;8;16;3;1;0;3;22;12;12;6;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Atletico Mineiro;2;2;1;0;4;10;11;18;16;11;5;3;0;3;10;19;3;6;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Juventude;1;1;1;0;5;3;13;19;19;13;2;3;1;3;17;12;8;5;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Corinthians;0;0;0;0;6;2;10;17;16;9;2;4;0;3;16;8;6;4;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Botafogo;0;1;0;0;5;4;13;17;16;13;6;5;0;3;13;9;7;1;3;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Palmeiras;0;0;0;0;6;4;10;20;17;10;2;1;2;3;16;9;8;3;3;NaN;NaN;NaN;NaN;NaN
Vitoria;Palmeiras;0;1;0;1;3;9;12;15;15;11;3;5;2;3;12;15;4;7;3;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Vasco;1;0;1;0;6;5;11;9;9;11;2;6;3;3;26;7;13;6;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Criciuma;3;1;1;1;5;3;9;12;10;9;3;4;2;3;23;12;10;5;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Vitoria;2;2;2;0;2;5;13;14;14;12;1;1;1;3;14;9;8;5;3;NaN;NaN;NaN;NaN;NaN
Internacional;Sao Paulo;0;0;0;0;5;3;15;18;16;15;5;0;1;3;7;9;6;3;3;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Vasco;2;1;1;0;4;6;14;15;14;12;2;3;0;3;17;13;9;8;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Atletico Goianiense;3;1;3;1;3;8;15;9;9;15;5;2;1;3;13;13;5;6;1;NaN;NaN;NaN;NaN;NaN
Vasco;Cruzeiro;0;0;0;0;5;5;11;11;10;11;2;4;0;3;14;8;7;3;3;NaN;NaN;NaN;NaN;NaN
Bahia;Flamengo;0;2;0;1;3;7;20;11;11;20;4;2;3;4;9;13;5;4;3;NaN;NaN;NaN;NaN;NaN
Fortaleza;Bahia;4;1;2;1;2;1;13;9;9;10;3;3;3;4;11;9;1;2;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Vasco;2;1;1;0;2;7;16;17;17;15;4;6;1;4;11;21;2;8;1;NaN;NaN;NaN;NaN;NaN
Criciuma;Juventude;1;1;1;0;0;4;11;15;15;9;3;2;3;4;10;15;4;7;3;NaN;NaN;NaN;NaN;NaN
Criciuma;Gremio;0;1;0;0;6;9;15;8;8;15;3;4;3;4;19;14;9;3;3;NaN;NaN;NaN;NaN;NaN
Internacional;Vitoria;3;1;1;0;2;6;26;8;8;25;3;2;0;4;10;7;2;1;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Corinthians;1;0;1;0;3;4;21;10;10;20;4;2;0;4;10;15;5;8;1;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Bahia;1;1;0;0;5;7;10;8;8;9;3;2;2;5;11;10;7;6;3;NaN;NaN;NaN;NaN;NaN
Bahia;Criciuma;1;0;1;0;9;1;10;8;8;10;1;5;0;5;21;2;10;1;1;NaN;NaN;NaN;NaN;NaN
Juventude;Palmeiras;3;5;1;2;7;5;15;19;18;14;2;3;1;5;25;14;13;2;3;NaN;NaN;NaN;NaN;NaN
Internacional;Atletico Goianiense;1;1;0;0;13;0;13;12;12;13;1;4;1;5;22;4;9;0;3;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Juventude;2;1;1;1;1;1;12;12;12;12;5;0;0;5;6;14;1;5;1;NaN;NaN;NaN;NaN;NaN
Bahia;Fortaleza;1;0;0;0;5;9;14;9;9;12;6;2;0;6;12;21;6;8;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Cuiaba;1;0;1;0;7;3;18;9;9;16;1;6;2;7;15;2;7;1;1;NaN;NaN;NaN;NaN;NaN
Cuiaba;Botafogo;1;2;1;1;7;5;8;15;14;8;2;5;2;7;11;6;4;0;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Athletico Paranaense;2;0;1;0;10;6;13;20;20;13;1;2;3;1;14;10;6;4;1;NaN;NaN;NaN;NaN;NaN
Botafogo;America Mineiro;2;0;1;0;7;0;9;11;11;9;1;4;2;3;18;4;4;2;1;NaN;NaN;NaN;NaN;NaN
Internacional;Palmeiras;0;0;0;0;4;7;18;13;13;17;5;4;1;2;9;16;4;5;3;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Bahia;2;0;2;0;5;3;14;9;9;13;6;5;4;0;15;8;5;2;1;NaN;NaN;NaN;NaN;NaN
Goias;Sao Paulo;2;0;2;0;6;3;18;15;15;17;3;0;0;0;7;8;2;3;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Fluminense;1;0;1;0;7;1;11;12;11;10;2;4;1;3;22;6;11;3;1;NaN;NaN;NaN;NaN;NaN
Bahia;Palmeiras;1;0;0;0;6;8;18;16;16;18;2;2;6;7;9;10;4;6;1;NaN;NaN;NaN;NaN;NaN
Bahia;Corinthians;0;0;0;0;11;5;13;20;20;13;1;4;2;4;18;5;8;1;3;NaN;NaN;NaN;NaN;NaN
Bahia;RB Bragantino;4;0;2;0;4;7;11;18;17;10;7;1;1;5;13;11;3;2;1;NaN;NaN;NaN;NaN;NaN
Bahia;Internacional;1;0;1;0;5;3;14;13;13;13;1;3;4;0;14;12;7;5;1;NaN;NaN;NaN;NaN;NaN
Bahia;Fortaleza;2;0;1;0;7;2;23;13;13;22;5;1;0;5;16;10;10;4;1;NaN;NaN;NaN;NaN;NaN
Bahia;Fluminense;1;0;1;0;2;4;15;16;16;13;4;4;1;1;8;17;1;13;1;NaN;NaN;NaN;NaN;NaN
Vasco;Gremio;1;0;0;0;5;7;19;17;17;19;3;4;1;1;11;12;4;4;1;NaN;NaN;NaN;NaN;NaN
Vasco;Sao Paulo;0;0;0;0;7;3;15;7;5;14;4;2;3;1;11;12;6;6;3;NaN;NaN;NaN;NaN;NaN
Vasco;Fortaleza;1;0;0;0;6;6;7;9;8;6;4;8;1;1;18;12;7;6;1;NaN;NaN;NaN;NaN;NaN
Vasco;Botafogo;1;0;1;0;4;4;23;13;13;20;2;2;2;2;9;12;5;2;1;NaN;NaN;NaN;NaN;NaN
Coritiba;Cruzeiro;1;0;0;0;1;5;15;18;17;15;4;2;2;1;7;13;2;6;1;NaN;NaN;NaN;NaN;NaN
Corinthians;Fluminense;2;0;0;0;7;6;18;6;6;17;7;2;2;3;14;22;8;10;1;NaN;NaN;NaN;NaN;NaN
Corinthians;Palmeiras;0;0;0;0;2;11;13;17;16;13;4;2;2;1;6;16;4;7;3;NaN;NaN;NaN;NaN;NaN
Corinthians;Botafogo;1;0;0;0;6;1;18;8;8;18;2;4;2;1;19;9;9;5;1;NaN;NaN;NaN;NaN;NaN
Corinthians;Athletico Paranaense;1;0;0;0;1;7;4;11;11;4;3;2;2;2;12;19;5;9;1;NaN;NaN;NaN;NaN;NaN
Coritiba;Santos;0;0;0;0;8;3;15;18;18;15;3;7;4;3;19;7;7;2;3;NaN;NaN;NaN;NaN;NaN
Coritiba;Fluminense;2;0;2;0;7;11;15;7;7;15;3;3;0;1;9;15;4;9;1;NaN;NaN;NaN;NaN;NaN
Coritiba;Athletico Paranaense;2;0;2;0;2;11;21;12;11;20;5;1;3;2;7;11;4;3;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Cuiaba;2;0;1;0;7;3;14;10;9;14;2;0;0;4;7;13;4;4;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Internacional;2;0;2;0;7;4;18;16;16;15;0;6;3;0;14;10;3;5;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Flamengo;0;0;0;0;8;1;25;20;20;25;3;9;1;1;16;8;5;3;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Santos;1;0;0;0;6;2;18;20;19;18;0;7;0;0;15;3;5;3;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Cruzeiro;1;0;0;0;7;3;6;15;13;6;2;3;3;2;12;7;5;3;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Sao Paulo;1;0;0;0;3;4;25;14;14;24;1;7;1;2;24;4;9;0;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Fortaleza;1;0;0;0;5;7;13;16;16;13;6;4;4;2;13;20;4;8;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;RB Bragantino;1;0;0;0;9;5;10;24;24;9;3;4;0;2;15;10;5;3;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Atletico Mineiro;2;0;1;0;5;9;14;8;8;13;1;5;0;4;22;9;9;5;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Corinthians;3;0;1;0;3;3;12;5;5;12;4;3;0;0;16;12;5;4;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Fluminense;1;0;0;0;7;4;24;14;14;24;0;6;2;1;21;3;7;2;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Fortaleza;2;0;1;0;7;3;16;12;10;16;3;8;1;4;21;9;6;5;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Vasco;2;0;0;0;4;8;10;15;15;9;4;4;0;1;16;12;5;6;1;NaN;NaN;NaN;NaN;NaN
Botafogo;RB Bragantino;2;0;0;0;4;11;16;11;9;15;8;1;1;3;10;17;7;4;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Bahia;3;0;1;0;4;7;14;10;10;14;6;2;1;3;10;19;4;4;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Cruzeiro;0;0;0;0;6;2;17;13;13;17;3;2;3;4;16;7;10;4;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Gremio;1;0;0;0;11;5;21;8;8;19;7;5;1;3;20;11;9;2;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;America Mineiro;3;0;1;0;3;7;18;12;12;18;8;3;1;3;17;22;8;8;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Internacional;2;0;1;0;4;9;16;9;7;14;3;2;2;3;7;15;1;3;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Fluminense;1;0;0;0;12;2;16;7;7;16;2;3;2;1;21;4;8;1;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Bahia;0;0;0;0;10;5;14;14;14;12;2;10;8;1;16;13;3;8;3;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Botafogo;0;0;0;0;5;2;12;9;9;11;0;4;7;0;13;12;9;7;3;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Gremio;3;0;1;0;6;3;24;17;17;22;2;4;1;2;20;3;9;0;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Cruzeiro;1;0;0;0;3;4;10;12;12;9;4;4;5;1;13;19;4;10;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Cuiaba;0;0;0;0;5;1;12;11;11;12;0;4;1;2;19;3;8;1;3;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Flamengo;1;0;1;0;4;9;13;16;16;13;2;2;2;0;9;10;4;3;1;NaN;NaN;NaN;NaN;NaN
Gremio;Fortaleza;0;0;0;0;9;5;22;22;20;19;4;6;1;1;17;14;7;7;3;NaN;NaN;NaN;NaN;NaN
Gremio;Atletico Mineiro;1;0;1;0;3;8;7;17;15;7;3;1;0;1;6;17;2;7;1;NaN;NaN;NaN;NaN;NaN
Gremio;Cruzeiro;3;0;1;0;6;5;12;20;19;11;1;1;5;0;10;6;4;5;1;NaN;NaN;NaN;NaN;NaN
Gremio;Cuiaba;2;0;1;0;2;9;18;16;16;17;3;4;3;0;11;17;3;4;1;NaN;NaN;NaN;NaN;NaN
Gremio;Palmeiras;1;0;1;0;2;11;15;14;14;15;4;1;1;3;7;18;3;7;1;NaN;NaN;NaN;NaN;NaN
Gremio;Bahia;1;0;0;0;5;4;9;17;15;9;5;2;1;0;7;19;3;9;1;NaN;NaN;NaN;NaN;NaN
Gremio;Vasco;1;0;0;0;5;6;18;12;12;18;1;4;1;2;13;8;4;4;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Goias;2;0;1;0;3;8;19;18;17;18;2;1;1;1;11;16;4;8;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Botafogo;1;0;1;0;6;7;15;12;11;14;4;6;3;0;16;13;4;5;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Corinthians;1;0;1;0;5;5;25;11;10;25;3;5;1;1;24;12;9;5;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Cuiaba;2;0;1;0;5;3;22;12;12;21;1;4;1;1;12;11;4;8;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Vasco;0;0;0;0;5;1;15;19;17;15;2;4;2;2;18;8;12;3;3;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Santos;3;0;1;0;6;6;18;15;15;17;3;3;1;0;12;13;4;7;1;NaN;NaN;NaN;NaN;NaN
Vasco;Cuiaba;1;0;0;0;4;6;18;13;12;17;3;1;3;5;9;14;4;6;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Internacional;2;0;1;0;3;3;14;8;7;12;4;2;0;2;14;6;8;2;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Bahia;1;0;0;0;2;9;15;12;12;14;5;3;4;1;11;14;7;4;1;NaN;NaN;NaN;NaN;NaN
Santos;Atletico Mineiro;0;0;0;0;9;6;11;21;20;11;5;2;0;1;12;15;5;6;3;NaN;NaN;NaN;NaN;NaN
Santos;Bahia;3;0;2;0;1;4;18;13;12;17;3;6;5;1;14;17;3;9;1;NaN;NaN;NaN;NaN;NaN
Santos;Palmeiras;0;0;0;0;3;4;15;11;9;14;1;4;0;3;12;12;5;5;3;NaN;NaN;NaN;NaN;NaN
Santos;Cuiaba;0;0;0;0;4;4;13;7;6;12;1;2;0;1;4;7;1;5;3;NaN;NaN;NaN;NaN;NaN
Santos;Sao Paulo;0;0;0;0;1;4;12;14;13;12;3;3;1;1;11;12;5;5;3;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Athletico Paranaense;2;0;1;0;6;5;20;12;12;20;4;2;2;3;13;14;7;8;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Santos;2;0;1;0;5;4;13;10;10;11;1;7;3;4;19;9;6;5;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Flamengo;4;0;1;0;17;2;2;5;5;2;0;9;2;2;36;7;11;5;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Goias;2;0;2;0;10;4;17;23;21;17;0;4;0;6;20;4;8;1;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Sao Paulo;0;0;0;0;6;4;16;9;9;16;1;4;0;0;26;6;14;2;3;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Internacional;0;0;0;0;13;4;15;14;13;14;5;4;0;3;20;11;10;2;3;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Cuiaba;2;0;0;0;11;4;21;14;12;21;3;2;1;0;11;6;2;2;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Gremio;2;0;2;0;5;1;21;16;16;21;4;3;3;1;16;11;10;5;1;NaN;NaN;NaN;NaN;NaN
Internacional;Fluminense;0;0;0;0;5;3;13;16;14;13;4;4;4;0;20;8;12;4;3;NaN;NaN;NaN;NaN;NaN
Internacional;RB Bragantino;1;0;1;0;4;7;18;13;13;16;5;1;0;4;8;13;5;4;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Fluminense;1;0;1;0;7;3;17;13;12;17;5;1;0;3;21;12;12;4;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Corinthians;1;0;1;0;10;6;14;12;11;14;2;5;0;0;19;9;9;6;1;NaN;NaN;NaN;NaN;NaN
RB Bragantino;Coritiba;1;0;0;0;12;6;16;10;10;16;0;8;1;1;27;6;12;2;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Sao Paulo;0;0;0;0;4;10;9;17;16;9;1;4;3;2;16;13;10;5;3;NaN;NaN;NaN;NaN;NaN
Fortaleza;Vasco;2;0;0;0;9;5;11;15;15;10;1;5;3;3;15;11;5;2;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Bahia;0;0;0;0;8;4;17;9;9;17;2;2;3;3;11;7;6;3;3;NaN;NaN;NaN;NaN;NaN
Fortaleza;Athletico Paranaense;1;0;0;0;7;2;9;18;18;9;3;5;7;0;20;10;9;6;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Santos;4;0;0;0;10;6;19;20;19;19;3;7;1;3;25;9;9;2;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Goias;1;0;1;0;4;2;19;14;14;17;1;0;2;0;6;5;4;1;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Corinthians;2;0;0;0;2;3;16;14;13;16;2;4;1;0;16;6;6;2;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Santos;2;0;1;0;3;5;14;16;16;14;2;5;4;2;12;10;4;6;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Santos;2;0;1;0;5;2;22;12;12;21;0;4;2;1;15;13;7;9;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Botafogo;1;0;0;0;5;3;15;12;11;13;0;5;4;1;13;7;4;3;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Cuiaba;1;0;1;0;6;3;15;14;14;15;3;2;3;1;7;9;4;4;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Fluminense;2;0;0;0;9;4;15;11;11;15;3;1;2;2;18;11;6;4;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Gremio;3;0;1;0;7;7;10;12;10;8;5;3;1;0;17;21;6;9;1;NaN;NaN;NaN;NaN;NaN
Goias;Atletico Mineiro;0;0;0;0;6;4;16;14;13;15;1;3;0;0;17;6;8;2;3;NaN;NaN;NaN;NaN;NaN
Goias;Fortaleza;1;0;0;0;5;2;15;10;9;14;6;3;2;0;9;12;3;2;1;NaN;NaN;NaN;NaN;NaN
Goias;Internacional;0;0;0;0;5;5;16;13;11;14;2;2;3;2;11;11;6;5;3;NaN;NaN;NaN;NaN;NaN
Goias;Flamengo;0;0;0;0;3;2;15;14;13;15;2;1;3;1;7;10;5;3;3;NaN;NaN;NaN;NaN;NaN
Goias;America Mineiro;1;0;1;0;8;7;12;13;12;12;3;1;3;2;14;11;9;5;1;NaN;NaN;NaN;NaN;NaN
Internacional;Goias;1;0;0;0;8;11;16;10;9;15;2;7;1;4;18;14;6;7;1;NaN;NaN;NaN;NaN;NaN
Internacional;Bahia;2;0;0;0;2;7;10;13;13;10;4;0;3;0;7;9;2;4;1;NaN;NaN;NaN;NaN;NaN
Internacional;Cruzeiro;0;0;0;0;2;4;12;14;14;11;3;4;1;1;15;9;8;5;3;NaN;NaN;NaN;NaN;NaN
Palmeiras;Cruzeiro;1;0;0;0;3;5;13;26;26;13;5;3;1;1;12;13;7;5;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Vasco;1;0;0;0;9;2;20;14;14;19;2;4;2;1;13;4;8;2;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Goias;1;0;0;0;6;3;12;19;19;12;3;5;2;5;18;8;10;3;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Sao Paulo;5;0;3;0;5;0;15;16;15;15;0;3;3;2;12;3;2;3;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Bahia;1;0;1;0;6;1;15;17;17;15;1;8;5;0;26;5;14;3;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;America Mineiro;4;0;2;0;10;2;10;15;15;10;1;9;2;2;25;5;12;2;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Athletico Paranaense;1;0;1;0;2;2;17;17;17;15;2;5;2;1;18;14;7;8;1;NaN;NaN;NaN;NaN;NaN
Cuiaba;Santos;3;0;0;0;9;5;7;16;16;6;2;3;1;1;15;5;4;1;1;NaN;NaN;NaN;NaN;NaN
Cuiaba;Flamengo;3;0;0;0;10;6;9;9;9;8;4;3;1;0;17;10;7;2;1;NaN;NaN;NaN;NaN;NaN
Cuiaba;Fluminense;3;0;0;0;7;0;18;12;11;16;2;3;2;3;17;7;7;2;1;NaN;NaN;NaN;NaN;NaN
Cuiaba;Cruzeiro;0;0;0;0;5;5;9;20;20;9;2;2;3;1;10;8;7;1;3;NaN;NaN;NaN;NaN;NaN
Cuiaba;Athletico Paranaense;3;0;2;0;5;9;9;15;15;8;3;3;3;2;14;17;5;6;1;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Sao Paulo;1;0;1;0;6;5;14;15;13;13;9;0;1;8;6;14;5;3;1;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Coritiba;0;0;0;0;11;8;14;11;10;14;6;2;1;5;13;14;8;6;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Botafogo;0;0;0;0;8;1;17;7;5;14;1;4;1;1;13;2;6;0;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;RB Bragantino;0;0;0;0;8;5;16;15;14;15;5;3;4;3;15;13;8;6;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Bahia;3;0;1;0;1;2;11;10;8;11;0;3;1;1;14;6;6;3;1;NaN;NaN;NaN;NaN;NaN
Gremio;Santos;1;0;1;0;4;11;12;16;15;12;4;5;1;1;17;16;6;8;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Internacional;3;0;1;0;6;3;13;13;13;12;5;7;3;1;18;7;5;2;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Coritiba;3;0;1;0;6;3;20;17;17;19;3;4;1;2;15;10;5;2;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Goias;2;0;1;0;8;7;21;9;7;21;6;3;1;1;23;14;11;4;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Corinthians;1;0;0;0;6;9;9;12;11;9;3;2;0;2;10;15;3;8;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Gremio;3;0;1;0;3;7;20;17;17;20;7;1;1;1;14;25;7;12;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Fortaleza;2;0;1;0;5;4;13;14;14;13;6;2;1;2;10;15;3;4;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Internacional;0;0;0;0;6;3;14;20;20;13;1;4;1;3;8;4;4;2;3;NaN;NaN;NaN;NaN;NaN
Flamengo;Bahia;1;0;0;0;12;2;11;13;13;11;4;4;1;3;15;6;5;2;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Vasco;1;0;0;0;7;8;10;15;15;10;7;4;1;1;10;17;2;4;1;NaN;NaN;NaN;NaN;NaN
Flamengo;RB Bragantino;1;0;0;0;8;6;10;15;15;10;3;3;2;2;16;19;5;11;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Palmeiras;3;0;2;0;4;5;13;17;17;13;1;3;0;3;12;12;3;7;1;NaN;NaN;NaN;NaN;NaN
Vasco;Atletico Mineiro;1;0;1;0;3;7;20;14;14;19;5;2;1;0;16;10;9;4;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Cuiaba;2;1;1;1;4;4;23;12;12;21;3;3;3;2;17;12;7;6;1;NaN;NaN;NaN;NaN;NaN
Cuiaba;Sao Paulo;2;1;0;0;2;4;9;17;17;9;2;4;2;0;13;12;5;7;1;NaN;NaN;NaN;NaN;NaN
Bahia;America Mineiro;3;1;1;0;7;2;20;19;19;19;4;4;2;3;22;8;8;3;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Coritiba;3;1;2;0;2;3;22;22;21;22;1;3;1;0;12;10;3;5;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Corinthians;2;1;1;1;6;3;14;17;17;12;1;4;0;1;23;6;11;3;1;NaN;NaN;NaN;NaN;NaN
Bahia;Coritiba;3;1;1;0;3;5;28;24;23;28;4;4;1;2;15;10;5;1;1;NaN;NaN;NaN;NaN;NaN
Bahia;Goias;1;1;1;1;4;6;19;13;13;19;4;3;1;6;23;13;14;4;3;NaN;NaN;NaN;NaN;NaN
Bahia;Vasco;1;1;1;0;6;0;22;17;16;20;0;2;2;2;11;6;4;4;3;NaN;NaN;NaN;NaN;NaN
Bahia;Athletico Paranaense;1;1;0;0;11;5;8;14;14;7;3;4;0;0;28;6;16;0;3;NaN;NaN;NaN;NaN;NaN
Bahia;Sao Paulo;0;1;0;0;3;5;15;11;10;14;4;3;0;3;14;14;4;4;3;NaN;NaN;NaN;NaN;NaN
Bahia;Atletico Mineiro;4;1;2;1;3;5;16;10;9;15;4;2;2;3;15;7;7;0;1;NaN;NaN;NaN;NaN;NaN
Vasco;Bahia;0;1;0;1;7;6;19;19;18;18;5;6;5;0;15;12;6;4;3;NaN;NaN;NaN;NaN;NaN
Vasco;Santos;0;1;0;1;14;1;14;12;12;14;0;9;0;3;23;6;10;3;3;NaN;NaN;NaN;NaN;NaN
Vasco;Goias;0;1;0;0;8;2;20;24;19;17;0;4;4;3;21;8;10;6;3;NaN;NaN;NaN;NaN;NaN
Vasco;Cruzeiro;0;1;0;1;4;6;7;18;17;7;4;1;3;1;9;7;7;0;3;NaN;NaN;NaN;NaN;NaN
Vasco;Coritiba;5;1;2;0;6;0;10;15;14;10;2;7;1;2;19;8;3;4;1;NaN;NaN;NaN;NaN;NaN
Vasco;America Mineiro;2;1;1;1;7;8;13;12;11;11;5;4;0;0;17;16;8;5;1;NaN;NaN;NaN;NaN;NaN
Vasco;RB Bragantino;2;1;1;0;2;3;8;14;11;7;1;4;0;1;13;9;4;3;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Atletico Mineiro;1;1;0;0;0;4;11;20;19;11;4;3;0;2;12;15;5;7;3;NaN;NaN;NaN;NaN;NaN
Corinthians;Cruzeiro;2;1;0;0;7;4;14;12;11;14;1;5;4;3;12;8;4;3;1;NaN;NaN;NaN;NaN;NaN
